,id,name,website,phone,email,description
335,134718311RR0001,ASSEMBLÉE CHRÉTIENNE DE STANSTEAD,,phone number,email,Weekly worship services on Sunday including religious ed. classes for children. Weekly Prayer and Bible study meetings. Weekend conferences centered around the Word of God. Financial support to missionaries.
336,134748805RR0001,ALL NATIONS CHRISTIAN FELLOWSHIP OF TORONTO,,phone number,email,"ALL PROGRAMS ARE BOTH IN PERSON AND ZOOM, MANY PHONE CALLS THIS YEAR."
337,134835297RR0001,"ARCHDIOCESE OF CAN ,ORTHODOX CHURCH IN AMERICA",WWW.ARCHDIOCESE.CA,phone number,email,"Traveled to conduct worship services in various parishes, engaged in Episcopal activities to various parishes, such as conducting activities as ordination, teaching, spiritual direction. Oversaw the operation of the Archdiocese of Canada. Ensured the proclamation of the Orthodox faith in Canada and the unity of the faithful. Established the faith, by promoting and encouraging mission activities. Maintained the canonical order fo the faith by ordaining, providing spiritual direction to parishes and priests. Preached the Gospel, did good works such as helping the poor, prison ministry, visiting the lonely. Provided pastoral care for the Orthodox people. The charity has reorganized its incorporation status into a new corporation. All of its program activities, assets and personal where transferred to the new registered charity corporation (#874045065)"
338,134934116RR0001,ARTHUR PASTORAL CHARGE,WWW.ARTHURUNITEDCHURCH.CA,phone number,email,Public Worship & Prayer Services. Religious Education & Instruction to All Ages. Assist Foodbank. Pastoral Care & Visitations to Elderly & Caressant Care Nursing Home. Donate to Missions & Services.
339,134970813RR0001,ASHTON UNITED CHURCH,,phone number,email,SUPPORT VICTIMS FROM EARTH QUAKES (TURKEY& SYRIA) LOCAL CHILDREN WITH MEDICAL NEEDS LESS FORTUNATED THEN OUR MEMBERS.
340,135347524RR0002,ALL SAINTS CHURCH,,phone number,email,"WEEKLY WORSHIP VIA INTERNET OR IN PERSON AND ADMINISTER THE WORD OF GOD. BAPTISMS, WEDDINGS, FUNERALS & OTHER RELIGIOUS SERVICES AS NEEDED. DONATIONS TO OTHER CHARITABLES, PROVIDE USAGE OF FACILITIES AT NO CHARGE FOR GROUPS OR PROJECTS."
341,135773810RR0001,AGRICOLA FINNISH LUTHERAN CONGREGATION,,phone number,email,"We hold virtual and in-person weekly services and provide Ministries for Women, Men, Youth and Children."
342,136687209RR0002,ANGLICAN PARISH OF CHRIST CHURCH,,phone number,email,ADVANCEMENT OF RELIGION
343,136963493RR0001,ALL SAINTS ORTHODOX CHURCH,,phone number,email,"PROMOTE CHRISTIAN VALUE THROUGH OUR WEEKLY CHURCH SERVICES AND BIBLE STUDIES. PROVIDE MARRIAGE, BAPTISM, FUNERAL SERVICES. TEACHING AND HELPING PEOPLE WITH LESS OR NONE COMPUTER USAGE SKILLS. WE SETUP 10 COMPUTERS ON OUR CHURCH BASEMENT. ALL TEACHERS AND HELPERS ARE VOLUNTEERS. COLLECT PACKED AND CANNED FOOD FROM MEMBERS AND DELIVER TO FOOD BANK."
344,137571139RR0001,"ANNAPOLIS VALLEY CONGREGATION (CHURCH OF GOD IN CHRIST, MENNONITE)",,phone number,email,WEEKLY WORSHIP SERVICES; DONATE FUNDS TO QUALIFIED DONEES THAT DISPERSE FUNDS TO INTERNATIONAL RELIEF PROJECTS; OPERATING INDEPENDENT PRIVATE SCHOOL;EVANGELIZA THROUGH GOSPEL LITERATURE DISTRIBUTION; PROVIDE PASTORAL CARE; DONATE FUNDS TO BUILD OTHER CHURCHES
345,137693057RR0001,ANTIOCH CHRISTIAN MINISTRIES INCORPORATED,acmrevivalcentre.com,phone number,email,Bi-weekly in home groups
346,138022769RR0001,ASSOCIATION DES AMIS DU SILENCE,,phone number,email,"L'ACTIVITÉ PRINCIPALE CONSISTE A ENTRETENIR UN LIEU PROPRE À LA MISE EN PRATIQUE DES ENSEIGNEMENTS D L'HINDOUISME. LES ACTIVITÉS OFFERTES AUX MEMBRES SONT: MÉDITATION, ENTRETIENS INDIVIDUELLES ET RÉUNIONS APPROFONDIES."
347,138095112RR0001,"APOSTOLIC ASSEMBLY OF THE FAITH IN CHRIST JESUS, INC./ ASSEMBLEE APOSTOLIQUE DE LA FOI EN JESUS-CHRIST, INC.",,phone number,email,PROMOUVOIR LA RELIGION PAR DES ENSEIGNEMENTS BIBLIQUES APOSTOLIQUES. SOULAGER LA PAUVRETÉ EN FOURNISSANT DES ÉLÉMENTS ESSENTIELS À DES FAMILLES EN BESOIN .
348,138197587RR0001,ALL PEOPLES CHURCH,,phone number,email,SUNDAY MORNING WORSHIP SERVICES
349,138445051RR0001,ARMENIAN EVANGELICAL BROTHERHOOD CHURCH OF TORONTO,,phone number,email,"WEEKLY SUNDAY WORSHIP SERVICES; WEEKLY BIBLE STUDIES FOR ADULTS; WEEKLY GOOD NEWS CLUB (BIBLE STUDY) FOR CHILDREN, YOUTH AND TEENS; SUMMER VACATION BIBLE SCHOOL FOR CHILDREN AND YOUTH; FAMILY CONFERENCES; PUBLICATIONS AND BROADCASTING ON INTERNET. PROVIDE PASTORAL CARE FOR PERSONS IN NEED; PROVIDE FINANCIAL SUPPORT TO MISSIONARIES."
350,138603097RR0001,ALMEHDI ALMUNTATHAR UNION,,phone number,email,"The following programs continue to be held: 1. Weekly Prayer programs for the Congregation. 2. Weekly Lecture Programs for the Congregation, including Children's Programs during Congregation. 3. Daily Programs during Ramadan and Muharram. 4. Commemoration of Wiladats and Shahadats of Holy Personalities. 5. Occasional Programs for Youth, both Spiritual and Recreational. 6. Community Picnics and Social Events. 7. Interfaith and Outreach Events and Activities."
351,139024830RR0001,ACADIA CHARITABLE TRUST,,phone number,email,"OPERATION OF A HUTTERITE CHURCH, SCHOOL, KINDERGARTEN, AND PRE-SCHOOL."
352,139024855RR0001,ABBEY CHARITABLE TRUST,,phone number,email,THE ADVANCEMENT OF RELIGION AND EDUCATION THROUGH THE OPERATION OF THE CHURCH AND SCHOOL.
353,139537724RR0001,Association of Christian Evangelical Ministries (Canada),WWW.ACEM.CA,phone number,email,TO HOLD JOINT ACTIVITIES AMONG THE AFFLIATED CHURCHES; TO OPERATE A DAY CARE CENTRE; TO SUPPORT THEOLOGICAL EDU & MISSIONARIES TO DISTRIBUTE GIFTS TO OTHER CHARITABLE ORGANIZATIONS TO FURTHER THE OBJECTIVES OF THE CORPORATION TO ASSIST THE LOCAL CHURCHES TO START NEW CONGREGATIONS AND MISSIONS; TO HELP CHURCHES WITH SALARY & BENEFITS ADMINISTRATION
354,140262668RR0002,ASSINIBOIA PASTORAL CHARGE,,phone number,email,THE CURCH HAD WORSHIP SERVICES FOR THE CONGREGATION ON THE FIRST AND THIRD SUNDAYS OF EVERY MONTH AS WELL AS PROVIDING SERVICES AT 3 SENIOR CAREHOMES SEVERAL TIMES THIS YEAR.
355,140267568RR0001,ARABIC EVANGELICAL CHURCH,,phone number,email,
356,140644667RR0001,All Nations Worship Assembly Toronto Inc.,WWW.LIGHTHOUSECANADA.ORG,phone number,email,"WORSHIP SERVICE, SUNDAY SCHOOL, YOUTH ACTIVITIES, OUTREACH"
357,140784448RR0002,ANDREW CONGREGATION OF JEHOVAH'S WITNESSES,,phone number,email,ANDREW CONGREGATION OF JEHOVAH'S WITNESSES WAS DISSOLVED DECEMBER 31 2021 DUE TO BEING MERGED WITH VEGREVILLE CONGREGATION OF JEHOVAH'S WITNESSES.
358,140784513RR0001,ALIX CHARITABLE TRUST,,phone number,email,"OPERATION OF A HUTTERITE CHURCH, SCHOOL, KINDERGARTEN AND PRE-SCHOOL"
359,141139584RR0001,Ascension's Church (Inverness),,phone number,email,"WE GIVE PASTORAL CARE. WE HOLD WORSHIP EVERY 2 WEEKS WE PROVIDE MINISTRIES FOR WOMEN, MEN, YOUTH AND CHILDREN"
360,701953689RR0001,All Saints Bonavista,,phone number,email,CHRISTIAN CHURCH PROVIDING TEACHING AND SERVICES FOR THE CONGREGATION AND DONATIONS FOR HUMANITARIAN AID
361,702624313RR0001,AGAPE LOVE CHRISTIAN CHURCH,,phone number,email,OUTREACH: SUMMER KIDS BIBLE SCHOOL YOUTH CAMP TO YUKON WITH ABORIGINAL KIDS SUMMER:OUTDOOR BBQ AND PICNIC NEW COMER WELCOME PARTY: EVERY 3 MONTH. HOSPITAL VISITING (OR SENIOR CARE): ONCE A MONTH
362,705524932RR0001,12434075 Canada Society,www.christcommunitypei.ca,phone number,email,"Community programs including bible studies for youth, adults, etc."
363,705758670RR0001,AMENIDA COMMUNITY CHURCH,,phone number,email,
364,709977698RR0001,ASIAN CHURCH OF CHRIST,,phone number,email,Regulars church services and Activities including Radio and TV Programs
365,710097312RR0001,Ark of God Canada,,phone number,email,to conduct monthly/weekly revival meetings based on the bible in cities and towns by reaching communities in the kawartha region. Charitable activities to focus on families in need and career seminars.
366,710817289RR0001,ALIVE NATION CHURCH EDMONTON,,phone number,email,Regular Weekend Service
367,711308494RR0001,ABIDING WORD LUTHERAN CHURCH INC.,,phone number,email,WEEKLY SUNDAY SCHOOL SERVICES ARE HELD IN SPACE RENTED FROM ANOTHER CHURCH WITH REGULAR MORNING SERVICES. SATURDAY SCHOOL HELD EVERY SATURDAY FOR UNCONFIRMED CHILDREN (AGES 3-13) FROM SEPTEMBER TO MAY
368,712036672RR0001,Agora Network Ministries,,phone number,email,"PROVIDING SUPPORT TO THOSE STRUGGLING WITH MENTAL HEALTH THROUGH EDUCATION, TRAINING, RESOURCES AND BIBLICAL PRINCIPALS."
369,712333517RR0001,Assemblée des Témoins de Jéhovah de Joliette-Sud,,phone number,email,"ALDEN L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DE TÉMOINS DE SELTA VALT DE LA LOCALITÉ A POUR GOUVRE CONSISTE À PRÊETTER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET POUVOIR LA TENNE D'OFFICE RELIGION PUBLIC CONCUS POUR ÉDIFIER LES TÉMOIN DE JO DE VALT ET TOUS CEUX QUI ASSISTENT LEUNS RÉUNIONS PUBLIQUES A MOYEN D'UNE INSTRUCTION NO APL ET SPINCTUELLE BASÉE SURE LA BIBLE, LA PAROLE DE DIEU."
370,713403111RR0001,Assemblée des Témoins de Jéhovah de Terrebonne-Sud,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
371,714416112RR0001,ANCIENT WELLS LIVING WATERS CHURCH,,phone number,email,SUNDAY CHURCH YOUTH PROGRAM ADULT BIBLE STUDY
372,715032116RR0001,Assemblée des Témoins de Jéhovah de Berthierville,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
373,715058111RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE MAGOG,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
374,715297115RR0001,Assemblée des Témoins de Jéhovah de Ville-Marie,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir le tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunion publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
375,715769519RR0001,Assemblée des Témoins de Jéhovah de Québec-Nord Swahili,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
376,715772117RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE RIVIÈRE-DU-LOUP,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
377,715999488RR0001,Assemblée des Témoins de Jéhovah de L'Annonciation,,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OR MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
378,716019286RR0001,Assemblée des Témoins de Jéhovah de Longueuil-Est,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
379,716020086RR0001,Assemblée des Témoins de Jéhovah de Chibougamau,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
380,716021480RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE MONT-TREMBLANT,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir le tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
381,716264288RR0001,"Assemblée des Témoins de Jéhovah des Hautes Laurentides, Mont-Laurier",,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
382,716274691RR0001,ALPHA BHUTANESE-NEPALI CHURCH OF CANADA,www.alphabncc.com/,phone number,email,"1. WE HOLD WORSHIP SERVICES AND SUNDAY SCHOOL EVERY SUNDAY. 2. WE HOLD BIBLE STUDY EVERY THURSDAY. 3. WE HOLD SERVICES FOR SENIORS, YOUTHS, AND WOMEN MONTHLY. 4. WE HOLD FASTING SERVICE ON THE FIRST SATURDAY EVERY MONTH. 5. WE HOLD HOLY COMMUNION SERVICE ON THE FIRST SUNDAY EVERY MONTH. 6. WE HOLD BAPTISM PROGRAM ONCE A YEAR. 7. WE HOLD MUSIC AND CHOIR PRACTICE SESSION EVERY SATURDAY."
383,716504881RR0001,Assemblée des Témoins de Jéhovah de Port Joli,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
384,716508684RR0001,Assemblée des Témoins de Jéhovah de Louiseville,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
385,716532304RR0001,Arthur Canadian Reformed Church,,phone number,email,"WE HOLD WEEKLY WORSHIP SERVICES TO PROCLAIM THE GOSPEL OF JESUS CHRIST, PROVIDE PASTORAL CARE AND HOLD BIBLE STUDY GROUPS FOR MEN, WOMEN AND YOUTH. REGULAR VOLUNTARY CONTRIBUTIONS ARE USED TO PAY THE MINISTER'S SALARY, FUND THE OPERATING EXPENSES OF THE CHURCH, SUPPORT LOCAL AND FOREIGN MISSION WORK, GIVE ASSISTANCE TO THE NEEDY, PASTORAL CARE FOR FAMILIES AND INDIVIDUALS, COMFORT THE SICK, THE LONELY AND THE HANDICAPPED WITH THE WORD OF GOD, AND EDUCATE THE YOUTH IN THE BIBLE'S TEACHINGS."
386,717323091RR0001,APOSTOLIC CHURCH INTERNATIONAL MINISTRIES EDMONTON CANADA,www.acimca.com,phone number,email,"Teaching the word of God, Mentorship and guidance Sunday service, Virtual teaching and workshop, Ladies program, Men program, Youth program, Sunday school program, Marriage and Youth counselling"
387,717399091RR0001,AMAZING POWER OF FAITH MINISTRIES,,phone number,email,WE CONDUCT A WEEKLY WORSHIP SERVICE ON EVERY SUNDAY WE HOLD ON PRAYER MEETINGS AND BIBLE STUDIES WEEKLY WE ALSO GIVE PASTORAL CARE AND COUNSELLING WE CONDUCT OUTREACH AND EVANGELISM TO THE COMMUNITY.
388,719371916RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE SAINTE-MARIE-DE-BEAUCE,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
389,719511511RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE SAINT-EUSTACHE,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir le tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
390,719512311RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE MONTMAGNY,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLE, LA PAROLE DE DIEU."
391,719517310RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE SAINT-TITE,,phone number,email,AIDER L'ASSOCIATION NON CONSTITUEE EN SOCIETE DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ A PORSUIVRE SON BUT QUI CONSISTE A PRECHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIRE LA TENUE D'OFFICES RELIGIEUX PUBLICS CONCUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAAH ET TOUS CEUX QUI ASSISTENT A LEURS RÉUNION PUBLIQUE AU MOYEN D'UNE INSTRUCTION MORALE ET SPERITUELLE BASSÉE SUR LA BIBLE
392,719518516RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE SAINTE-JULIE,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
393,719520918RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH SHERBROOKE-NORD,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
394,719534513RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE RAWDON,,phone number,email,"Aider l'association non constitués en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'office religieux publique conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale spirituelle basée sur la Bible, la parole de Dieu."
395,719543134RR0001,Archdiocese of Regina Foundation Inc.,rebuildingourchurch.ca,phone number,email,"THE FOUNDATION WAS ESTABLISHED TO ASSIST THE ARCHDIOCESE OF REGINA IN BUILDING AND MAINTAINING ITS PROPERTIES, CHURCHES AND OTHER BUILDINGS, AND TO RAISE FUNDS FOR THIS PURPOSE. THE INITIAL MANDATE OF THE FOUNDATION IS TO UNDERTAKE THE RESTORATION OF HOLY ROSARY CATHEDRAL AND THE DEVELOPMENT OF A PASTORAL CENTRE FOR THE ARCHDIOCESE OF REGINA."
396,720087113RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE SAINT-JÉRÔME-LAFONTAINE,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale basée sur la Bible, la parole de Dieu."
397,720088319RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE RIMOUSKI,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLE, LA PAROLE DE DIEU."
398,720089911RR0001,Assemblée des Témoins de Jéhovah de Senneterre,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
