name,charity data link
EGLISE PRESENCE DE DIEU,https://www.charitydata.ca/charity/eglise-presence-de-dieu/823895933RR0001/
Église primitive de la pentecôte,https://www.charitydata.ca/charity/eglise-primitive-de-la-pentecote/795269729RR0001/
Eglise Principe de Paz,https://www.charitydata.ca/charity/eglise-principe-de-paz/771041274RR0001/
Église prophétique chrétienne internationale Alliance & Vie,https://www.charitydata.ca/charity/eglise-prophtique-chrtienne-internationale-alliance-and-vie/134082916RR0001/
Église Protestante Baptiste Oeuvres et Mission Internationale - EPBONI,https://www.charitydata.ca/charity/eglise-protestante-baptiste-oeuvres-et-mission-internationale---epboni/811463991RR0001/
EGLISE PROTESTANTE EVANGELIQUE LA BIBLE PARLE DE MONT-JOLI INC.,https://www.charitydata.ca/charity/eglise-protestante-evangelique-la-bible-parle-de-mont-joli-inc/138846944RR0001/
ÉGLISE PUISSANCE DE VIE,https://www.charitydata.ca/charity/eglise-puissance-de-vie/783608912RR0001/
Église Ramwon de Montréal Montréal Ramwon Church,https://www.charitydata.ca/charity/eglise-ramwon-de-montral-montral-ramwon-church/827019183RR0001/
Église Reflet de Christ,https://www.charitydata.ca/charity/eglise-reflet-de-christ/835008632RR0001/
Église Réformée Baptiste d'Acton Vale,https://www.charitydata.ca/charity/eglise-rforme-baptiste-dacton-vale/131803496RR0001/
EGLISE REFORMEE BAPTISTE DE LA CAPITALE (E.R.B.C.),https://www.charitydata.ca/charity/eglise-reformee-baptiste-de-la-capitale-erbc/131966566RR0001/
Église Réformée Baptiste de la Trinité (E.R.B.T.),https://www.charitydata.ca/charity/eglise-rforme-baptiste-de-la-trinit-erbt/758167274RR0001/
Église Réformée Baptiste de Nantes,https://www.charitydata.ca/charity/eglise-rforme-baptiste-de-nantes/885322313RR0001/
EGLISE REFORMÉE BAPTISTE DE ROUYN NORANDA,https://www.charitydata.ca/charity/eglise-reformee-baptiste-de-rouyn-noranda/118791425RR0001/
EGLISE REFORMEE DE LA RIVE-SUD,https://www.charitydata.ca/charity/eglise-reformee-de-la-rive-sud/107287625RR0001/
EGLISE REFORMEE ST-MARC DE QUEBEC,https://www.charitydata.ca/charity/eglise-reformee-st-marc-de-quebec/107287633RR0001/
EGLISE REFORMEE ST-PAUL,https://www.charitydata.ca/charity/eglise-reformee-st-paul/850928763RR0001/
Église Renaissance de Sherbrooke/Renaissance Church of Sherbrooke,https://www.charitydata.ca/charity/eglise-renaissance-de-sherbrookerenaissance-church-of-sherbrooke/818241291RR0001/
EGLISE RENAISSANCE DU LONG SAULT,https://www.charitydata.ca/charity/eglise-renaissance-du-long-sault/862119583RR0001/
ÉGLISE RENAISSANCE MONTRÉAL / RENAISSANCE CHURCH MONTRÉAL,https://www.charitydata.ca/charity/eglise-renaissance-montral--renaissance-church-montral/745301481RR0001/
Église Renaissance Trois-Rivières,https://www.charitydata.ca/charity/eglise-renaissance-trois-rivieres/843117433RR0001/
EGLISE RESTAURATION ET LOUANGE,https://www.charitydata.ca/charity/eglise-restauration-et-louange/898185525RR0001/
Église Saint Paul Apôtre des Syriaques Catholiques,https://www.charitydata.ca/charity/eglise-saint-paul-apotre-des-syriaques-catholiques/849923438RR0001/
Eglise Salut et Délivrance du Canada Inc.,https://www.charitydata.ca/charity/eglise-salut-et-delivrance-du-canada-inc/133028662RR0001/
EGLISE SANS FRONTIERES,https://www.charitydata.ca/charity/eglise-sans-frontieres/108067737RR0001/
Église SAproximité Inc./ HISnearness Church Inc.,https://www.charitydata.ca/charity/eglise-saproximit-inc-hisnearness-church-inc/107303026RR0001/
EGLISE SELON LA VOLONTE DU SEIGNEUR JESUS-CHRIST,https://www.charitydata.ca/charity/eglise-selon-la-volonte-du-seigneur-jesus-christ/834967762RR0001/
ÉGLISE SHÉKINAH GLOIRE,https://www.charitydata.ca/charity/eglise-shkinah-gloire/834138315RR0001/
EGLISE SION DE LA FRATERNITE,https://www.charitydata.ca/charity/eglise-sion-de-la-fraternite/132753393RR0001/
Église Sion la Montagne de Dieu (Chambre de Prière),https://www.charitydata.ca/charity/eglise-sion-la-montagne-de-dieu-chambre-de-priere/785695867RR0001/
EGLISE SOUFFLE DE VIE,https://www.charitydata.ca/charity/eglise-souffle-de-vie/817628548RR0001/
ÉGLISE SOURCE D'AMOUR ET D'ESPOIR / SOURCE OF LOVE AND HOPE CHURCH,https://www.charitydata.ca/charity/eglise-source-damour-et-despoir--source-of-love-and-hope-church/897600821RR0001/
"Église Spirituelle Inter-Foi, Québec, Canada inc/Québec, Canada, Interfaith Spiritual Church inc",https://www.charitydata.ca/charity/eglise-spirituelle-inter-foi-qubec-canada-incqubec-canada-interfaith-spiritual-church-inc/847076916RR0001/
EGLISE ST-ELIE,https://www.charitydata.ca/charity/eglise-st-elie/821320256RR0001/
EGLISE ST-IVAN RILSKY / CHURCH ST. IVAN RILSKY,https://www.charitydata.ca/charity/eglise-st-ivan-rilsky--church-st-ivan-rilsky/862973021RR0001/
Église St-Jacques Syriaque Orthodoxe / St-Jack Syriac Orthodox Church,https://www.charitydata.ca/charity/eglise-st-jacques-syriaque-orthodoxe--st-jack-syriac-orthodox-church/108020603RR0001/
EGLISE ST. ANNE CHURCH,https://www.charitydata.ca/charity/eglise-st-anne-church/118896513RR0001/
Eglise St.James (Lennoxville)/St. James Church (Lennoxville),https://www.charitydata.ca/charity/eglise-stjames-lennoxvillest-james-church-lennoxville/762921682RR0001/
EGLISE SUR LE ROC,https://www.charitydata.ca/charity/eglise-sur-le-roc/867363467RR0001/
EGLISE SYRIENNE ORTHODOXE APOSTOLIQUE D'ANTIOCHE (ST-EPHREM),https://www.charitydata.ca/charity/eglise-syrienne-orthodoxe-apostolique-dantioche-st-ephrem/132689878RR0001/
Église traditionnelle orthodoxe hellénique Sainte-Anna de Montréal,https://www.charitydata.ca/charity/eglise-traditionnelle-orthodoxe-hellnique-sainte-anna-de-montral/137180097RR0001/
Eglise Trône de Jésus-Christ / Throne of Jesus-Christ Church,https://www.charitydata.ca/charity/eglise-trone-de-jesus-christ--throne-of-jesus-christ-church/729708115RR0001/
Église Unie Bethlehem de Jésus-Christ (Apostolique) (Québec) Inc. Bethlehem United Church of Jesus Christ (Apostolic) (Quebec) Inc.,https://www.charitydata.ca/charity/eglise-unie-bethlehem-de-jsus-christ-apostolique-qubec-inc-bethlehem-united-church-of-jesus-christ-apostolic-quebec-inc/815444369RR0001/
Église Unie de la Grâce United Church,https://www.charitydata.ca/charity/eglise-unie-de-la-grace-united-church/132947680RR0001/
Église Unie Georgeville/Georgeville United Church,https://www.charitydata.ca/charity/eglise-unie-georgevillegeorgeville-united-church/118937226RR0001/
Église Unie St-Andrew de Buckingham,https://www.charitydata.ca/charity/eglise-unie-st-andrew-de-buckingham/129997425RR0001/
EGLISE UNIE ST-JEAN,https://www.charitydata.ca/charity/eglise-unie-st-jean/107287716RR0001/
EGLISE UNIE ST-MARC,https://www.charitydata.ca/charity/eglise-unie-st-marc/107287724RR0001/
Eglise Unie St-Pierre,https://www.charitydata.ca/charity/eglise-unie-st-pierre/892832189RR0001/
Eglise Unitarienne de Montréal / Unitarian Church of Montreal,https://www.charitydata.ca/charity/eglise-unitarienne-de-montreal--unitarian-church-of-montreal/887950046RR0001/
EGLISE UNITARIENNE UNIVERSALISTE DE NORTH HATLEY/UNITARIAN UNIVERSALIST CHURCH OF NORTH HATLEY,https://www.charitydata.ca/charity/eglise-unitarienne-universaliste-de-north-hatleyunitarian-universalist-church-of-north-hatley/118919539RR0001/
Église Urbaine 180?/180? Urban Church,https://www.charitydata.ca/charity/eglise-urbaine-180180-urban-church/813065976RR0001/
Église urbaine AXE21/FOCUS21 urban Church,https://www.charitydata.ca/charity/eglise-urbaine-axe21focus21-urban-church/844719732RR0001/
ÉGLISE URBAINE D'ALMA,https://www.charitydata.ca/charity/eglise-urbaine-dalma/728499526RR0001/
EGLISE VERITE ET SAGESSE DU QUEBEC,https://www.charitydata.ca/charity/eglise-verite-et-sagesse-du-quebec/891779969RR0002/
Église Vie Abondante,https://www.charitydata.ca/charity/eglise-vie-abondante/804407625RR0001/
Eglise Vie Abondante Rive-Sud,https://www.charitydata.ca/charity/eglise-vie-abondante-rive-sud/827459876RR0001/
Église vie aujourd'hui,https://www.charitydata.ca/charity/eglise-vie-aujourdhui/848398533RR0001/
Église vie d'Espoir,https://www.charitydata.ca/charity/eglise-vie-despoir/828738740RR0001/
Église Vie de Victoire,https://www.charitydata.ca/charity/eglise-vie-de-victoire/831088869RR0001/
Église vie et actions,https://www.charitydata.ca/charity/eglise-vie-et-actions/729031914RR0001/
ÉGLISE VIE NOUVELLE DE TROIS-RIVIÈRES,https://www.charitydata.ca/charity/eglise-vie-nouvelle-de-trois-rivieres/839186657RR0001/
EGLISE VIVANTE DE CHRIST LIVING CHURCH OF CHRIST,https://www.charitydata.ca/charity/eglise-vivante-de-christ-living-church-of-christ/859577637RR0001/
ÉGLISE VOYAGE MONTRÉAL / VOYAGE CHURCH MONTRÉAL,https://www.charitydata.ca/charity/eglise-voyage-montral--voyage-church-montral/741903009RR0001/
ÉGLISE WESLEYAN LUMIÈRE DE LA FRONTIÈRE,https://www.charitydata.ca/charity/eglise-wesleyan-lumiere-de-la-frontire/834497539RR0001/
Église westside gathering/ Westside gathering church,https://www.charitydata.ca/charity/eglise-westside-gathering-westside-gathering-church/708720487RR0001/
ÉGLISE YÉSHOUA ALLIANCE,https://www.charitydata.ca/charity/eglise-yshoua-alliance/875016826RR0001/
"Église, Jésus Christ, Le Seigneur F.I.C.U.",https://www.charitydata.ca/charity/eglise-jsus-christ-le-seigneur-ficu/867630501RR0001/
EGLISES DE FRERES CHRETIENS DU QUEBEC-CHRISTIAN BRETHREN CHURCHES IN QUEBEC,https://www.charitydata.ca/charity/eglises-de-freres-chretiens-du-quebec-christian-brethren-churches-in-quebec/119012755RR0001/
Églises Évangéliques du Grand Montréal / Evangelical Churches of Greater Montréal,https://www.charitydata.ca/charity/eglises-vangliques-du-grand-montral--evangelical-churches-of-greater-montral/872754247RR0001/
EGMONDVILLE UNITED CHURCH,https://www.charitydata.ca/charity/egmondville-united-church/132004458RR0001/
EGYPT CHURCH OF THE NAZARENE,https://www.charitydata.ca/charity/egypt-church-of-the-nazarene/107287815RR0001/
EITZ CHAIM MESSIANIC FELLOWSHIP,https://www.charitydata.ca/charity/eitz-chaim-messianic-fellowship/832676050RR0001/
EKKLESIA KINGDOM MINISTRIES CENTRE,https://www.charitydata.ca/charity/ekklesia-kingdom-ministries-centre/849290937RR0001/
EKKLESIA REFORMED CHURCH,https://www.charitydata.ca/charity/ekklesia-reformed-church/853821734RR0001/
EL BETHEL MIRACLE GOSPEL CHURCH,https://www.charitydata.ca/charity/el-bethel-miracle-gospel-church/836193227RR0001/
EL ELYON ON EAGLES' WINGS CHRISTIAN CENTER,https://www.charitydata.ca/charity/el-elyon-on-eagles-wings-christian-center/762792265RR0001/
El Encuentro Alliance Church,https://www.charitydata.ca/charity/el-encuentro-alliance-church/794600130RR0001/
EL FATAH CHRISTIAN MINISTRY INTERNATIONAL & COMMUNITY OUTREACH,https://www.charitydata.ca/charity/el-fatah-christian-ministry-international-and-community-outreach/781776117RR0001/
El Renacer Pentecostal Church,https://www.charitydata.ca/charity/el-renacer-pentecostal-church/855021911RR0001/
El Shaddai Ministries International Incorporated,https://www.charitydata.ca/charity/el-shaddai-ministries-international-incorporated/783437114RR0001/
EL SHADDAI OUTREACH MINISTRIES INC,https://www.charitydata.ca/charity/el-shaddai-outreach-ministries-inc/132024068RR0001/
EL SHALOM CHRISTIAN FELLOWSHIP,https://www.charitydata.ca/charity/el-shalom-christian-fellowship/826931305RR0001/
El-Shaddai Church of Jesus Christ,https://www.charitydata.ca/charity/el-shaddai-church-of-jesus-christ/723507711RR0001/
"EL-SHADDAI MIRACLE CENTRE INTERNATIONAL CHURCH, EDMONTON",https://www.charitydata.ca/charity/el-shaddai-miracle-centre-international-church-edmonton/726906084RR0001/
ELBETHEL BIBLE CAMP ASSOCIATION,https://www.charitydata.ca/charity/elbethel-bible-camp-association/118856137RR0001/
Elbow Lutheran Bible Camp Association Corporation,https://www.charitydata.ca/charity/elbow-lutheran-bible-camp-association-corporation/118896802RR0001/
ELCHO UNITED CHURCH,https://www.charitydata.ca/charity/elcho-united-church/118896828RR0001/
ELDAD-HAMPTON PASTORAL CHARGE,https://www.charitydata.ca/charity/eldad-hampton-pastoral-charge/118896844RR0001/
ELDEE COMMUNITY CHURCH,https://www.charitydata.ca/charity/eldee-community-church/818565285RR0001/
"Eldorado Congregation of Jehovah's Witnesses, Brampton, Ontario",https://www.charitydata.ca/charity/eldorado-congregation-of-jehovahs-witnesses-brampton-ontario/746623511RR0001/
ELEVATE CHURCH EDMONTON,https://www.charitydata.ca/charity/elevate-church-edmonton/770668523RR0001/
ELEVATE COMMUNITY CHURCH,https://www.charitydata.ca/charity/elevate-community-church/743907289RR0001/
ELEVATION CHURCH,https://www.charitydata.ca/charity/elevation-church/828949511RR0001/
ELEVATION CHURCH CANADA (EST 2012),https://www.charitydata.ca/charity/elevation-church-canada-est-2012/825509482RR0001/
ELFROS UNION CHURCH,https://www.charitydata.ca/charity/elfros-union-church/890689995RR0001/
ELGIN MISSIONARY CHURCH,https://www.charitydata.ca/charity/elgin-missionary-church/860735026RR0001/
ELGIN PORTLAND PASTORAL CHARGE,https://www.charitydata.ca/charity/elgin-portland-pastoral-charge/118897065RR0001/
ELGIN SECOND UNITED BAPTIST CHURCH,https://www.charitydata.ca/charity/elgin-second-united-baptist-church/107965212RR0001/
ELGIN STREET BAPTIST CHURCH,https://www.charitydata.ca/charity/elgin-street-baptist-church/118897081RR0001/
ELGIN UNITED CHURCH,https://www.charitydata.ca/charity/elgin-united-church/118897149RR0001/
ELIJAH CENTRE COMMUNITY CANADA INC.,https://www.charitydata.ca/charity/elijah-centre-community-canada-inc/895619419RR0001/
ELIM BAPTIST CHURCH INC.,https://www.charitydata.ca/charity/elim-baptist-church-inc/107293458RR0001/
ELIM BIBLE CHAPEL (ARKONA),https://www.charitydata.ca/charity/elim-bible-chapel-arkona/118789551RR0001/
ELIM CHAPEL,https://www.charitydata.ca/charity/elim-chapel/107293466RR0001/
ELIM CHAPEL FELLOWSHIP,https://www.charitydata.ca/charity/elim-chapel-fellowship/118897172RR0001/
ELIM CHRISTIAN TABERNACLE,https://www.charitydata.ca/charity/elim-christian-tabernacle/891598781RR0001/
Elim Church Saskatoon Inc.,https://www.charitydata.ca/charity/elim-church-saskatoon-inc/107293656RR0001/
ELIM EVANGELICAL FREE CHURCH,https://www.charitydata.ca/charity/elim-evangelical-free-church/107293524RR0001/
ELIM FELLOWSHIP CANADA,https://www.charitydata.ca/charity/elim-fellowship-canada/131820086RR0001/
ELIM GOSPEL CHAPEL,https://www.charitydata.ca/charity/elim-gospel-chapel/859372476RR0001/
ELIM MENNONITE CHURCH,https://www.charitydata.ca/charity/elim-mennonite-church/107293573RR0001/
ELIM PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/elim-pentecostal-church/837687615RR0001/
ELIM PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/elim-pentecostal-church/893725127RR0001/
ELIM PENTECOSTAL TABERNACLE SAULT INC.,https://www.charitydata.ca/charity/elim-pentecostal-tabernacle-sault-inc/830355251RR0001/
Elim Romanian Pentecostal Church Calgary,https://www.charitydata.ca/charity/elim-romanian-pentecostal-church-calgary/725547087RR0001/
ELIM TABERNACLE,https://www.charitydata.ca/charity/elim-tabernacle/107293698RR0001/
ELIM TABERNACLE PORT ALBERNI,https://www.charitydata.ca/charity/elim-tabernacle-port-alberni/815549985RR0001/
ELIM WORSHIP TABERNACLE,https://www.charitydata.ca/charity/elim-worship-tabernacle/811245588RR0001/
ELISHA PRAYER HEALING HOUSE,https://www.charitydata.ca/charity/elisha-prayer-healing-house/816596431RR0001/
ELIZABETH BAY UNITED CHURCH,https://www.charitydata.ca/charity/elizabeth-bay-united-church/118897404RR0001/
ELIZABETH PARK PROTESTANT CHAPEL,https://www.charitydata.ca/charity/elizabeth-park-protestant-chapel/891507543RR0001/
ELIZABETH UNITED CHURCH,https://www.charitydata.ca/charity/elizabeth-united-church/118897495RR0001/
ELK LAKE BAPTIST CHURCH ASSOCIATION,https://www.charitydata.ca/charity/elk-lake-baptist-church-association/132269697RR0001/
"Elk Lake Congregation of Jehovah's Witnesses, Victoria, British Columbia",https://www.charitydata.ca/charity/elk-lake-congregation-of-jehovahs-witnesses-victoria-british-columbia/766237085RR0001/
ELK POINT BAPTIST CHURCH,https://www.charitydata.ca/charity/elk-point-baptist-church/834465734RR0001/
ELK RIDGE COMMUNITY CHURCH INC.,https://www.charitydata.ca/charity/elk-ridge-community-church-inc/801564865RR0001/
ELKFORD ALLIANCE CHURCH,https://www.charitydata.ca/charity/elkford-alliance-church/118897529RR0001/
ELKFORD BAPTIST CHURCH,https://www.charitydata.ca/charity/elkford-baptist-church/107295990RR0001/
ELKHORN GOSPEL FELLOWSHIP INC.,https://www.charitydata.ca/charity/elkhorn-gospel-fellowship-inc/118897578RR0001/
ELKWATER CHARITABLE TRUST,https://www.charitydata.ca/charity/elkwater-charitable-trust/141152991RR0001/
"Ellerslie Congregation of Jehovah's Witnesses, Edmonton, Alberta",https://www.charitydata.ca/charity/ellerslie-congregation-of-jehovahs-witnesses-edmonton-alberta/764954483RR0001/
ELLERSLIE ROAD BAPTIST CHURCH SOCIETY,https://www.charitydata.ca/charity/ellerslie-road-baptist-church-society/855527651RR0001/
"Elliot Lake Congregation of Jehovah's Witnesses, Elliot Lake, Ontario",https://www.charitydata.ca/charity/elliot-lake-congregation-of-jehovahs-witnesses-elliot-lake-ontario/757700315RR0001/
ELLIOT LAKE FIRST BAPTIST CHURCH,https://www.charitydata.ca/charity/elliot-lake-first-baptist-church/107384398RR0001/
ELLIOTT HEIGHTS BAPTIST CHURCH,https://www.charitydata.ca/charity/elliott-heights-baptist-church/107296972RR0001/
ELLIS COMMUNITY PIONEER CHAPEL,https://www.charitydata.ca/charity/ellis-community-pioneer-chapel/118897875RR0001/
ELLISTON PASTORAL CHARGE,https://www.charitydata.ca/charity/elliston-pastoral-charge/118897891RR0001/
ELM RIVER CHARITABLE TRUST,https://www.charitydata.ca/charity/elm-river-charitable-trust/875162513RR0001/
ELM STREET UNITED CHURCH,https://www.charitydata.ca/charity/elm-street-united-church/129470134RR0001/
ELMIRA COMMUNITY CHURCH,https://www.charitydata.ca/charity/elmira-community-church/826770877RR0001/
ELMIRA MENNONITE CHURCH INC.,https://www.charitydata.ca/charity/elmira-mennonite-church-inc/118897974RR0001/
ELMIRA PENTECOSTAL ASSEMBLY,https://www.charitydata.ca/charity/elmira-pentecostal-assembly/871729349RR0001/
ELMSDALE CHURCH OF THE NAZARENE,https://www.charitydata.ca/charity/elmsdale-church-of-the-nazarene/118863299RR0001/
"ELMSDALE UNITED BAPTIST CHURCH OF ELMSDALE, NOVA SCOTIA",https://www.charitydata.ca/charity/elmsdale-united-baptist-church-of-elmsdale-nova-scotia/118898022RR0001/
ELMSPRING CHARITABLE TRUST,https://www.charitydata.ca/charity/elmspring-charitable-trust/139025134RR0001/
ELMVALE COMMUNITY CHURCH,https://www.charitydata.ca/charity/elmvale-community-church/140883661RR0001/
ELMVALE PASTORAL CHARGE,https://www.charitydata.ca/charity/elmvale-pastoral-charge/118898055RR0001/
ELMVALE PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/elmvale-presbyterian-church/129818514RR0001/
ELMWOOD AVENUE PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/elmwood-avenue-presbyterian-church/118898071RR0001/
Elmwood Christian Fellowship Inc.,https://www.charitydata.ca/charity/elmwood-christian-fellowship-inc/130627789RR0001/
ELMWOOD GOSPEL CHAPEL,https://www.charitydata.ca/charity/elmwood-gospel-chapel/133475434RR0001/
ELMWOOD MENNONITE BRETHREN CHURCH,https://www.charitydata.ca/charity/elmwood-mennonite-brethren-church/107299455RR0001/
ELMWOOD-BRANT LUTHERAN PARISH,https://www.charitydata.ca/charity/elmwood-brant-lutheran-parish/118898089RR0001/
ELORA ROAD CHRISTIAN FELLOWSHIP INC.,https://www.charitydata.ca/charity/elora-road-christian-fellowship-inc/107299786RR0001/
ELPHIN PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/elphin-presbyterian-church/118898212RR0001/
ELROSE UNITED CHURCH,https://www.charitydata.ca/charity/elrose-united-church/118898287RR0001/
Emanuel New Life Ministries,https://www.charitydata.ca/charity/emanuel-new-life-ministries/723938270RR0001/
EMANUEL ROMANIAN BAPTIST CHURCH,https://www.charitydata.ca/charity/emanuel-romanian-baptist-church/853057941RR0001/
EMBASSY CHURCH INC.,https://www.charitydata.ca/charity/embassy-church-inc/131986473RR0001/
EMBASSY OF GOD CHRISTIAN CHURCH OF MEDICINE HAT,https://www.charitydata.ca/charity/embassy-of-god-christian-church-of-medicine-hat/132592437RR0001/
EMBER WORSHIP CENTRE,https://www.charitydata.ca/charity/ember-worship-centre/830317467RR0001/
Embertide Church,https://www.charitydata.ca/charity/embertide-church/706468675RR0001/
EMBRACED WORSHIP MINISTRIES FOUNDATION,https://www.charitydata.ca/charity/embraced-worship-ministries-foundation/798639860RR0001/
EMBRO PASTORAL CHARGE,https://www.charitydata.ca/charity/embro-pastoral-charge/107576043RR0001/
Emerge Church of Calgary Society,https://www.charitydata.ca/charity/emerge-church-of-calgary-society/822554234RR0001/
EMERSON BAPTIST CHURCH MANITOBA INC.,https://www.charitydata.ca/charity/emerson-baptist-church-manitoba-inc/855047841RR0001/
"Emery Village Congregation of Jehovah's Witnesses, Toronto, Ontario",https://www.charitydata.ca/charity/emery-village-congregation-of-jehovahs-witnesses-toronto-ontario/759031289RR0001/
Emil Nedkov Apolistic Ministries International INC ENAMI,https://www.charitydata.ca/charity/emil-nedkov-apolistic-ministries-international-inc-enami/730410719RR0001/
Emmanuel Alliance Church of Ottawa of The Christian and Missionary Alliance in Canada,https://www.charitydata.ca/charity/emmanuel-alliance-church-of-ottawa-of-the-christian-and-missionary-alliance-in-canada/746458819RR0002/
Emmanuel Anglican Church,https://www.charitydata.ca/charity/emmanuel-anglican-church/130577471RR0001/
EMMANUEL ANGLICAN CHURCH,https://www.charitydata.ca/charity/emmanuel-anglican-church/829363274RR0001/
EMMANUEL ANGLICAN CHURCH,https://www.charitydata.ca/charity/emmanuel-anglican-church/871170148RR0001/
EMMANUEL APOSTOLIC CHURCH,https://www.charitydata.ca/charity/emmanuel-apostolic-church/890768740RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/107302663RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/107302754RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/107302770RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/118898626RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/118898709RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/118898725RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/817654288RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/891321168RR0001/
EMMANUEL BAPTIST CHURCH,https://www.charitydata.ca/charity/emmanuel-baptist-church/892324179RR0001/
"EMMANUEL BAPTIST CHURCH (CHATHAM, ONTARIO)",https://www.charitydata.ca/charity/emmanuel-baptist-church-chatham-ontario/129914628RR0001/
EMMANUEL BAPTIST CHURCH (OSHAWA),https://www.charitydata.ca/charity/emmanuel-baptist-church-oshawa/837525344RR0001/
EMMANUEL BAPTIST CHURCH (VICTORIA),https://www.charitydata.ca/charity/emmanuel-baptist-church-victoria/107302804RR0001/
EMMANUEL BAPTIST CHURCH BLOOMFIELD,https://www.charitydata.ca/charity/emmanuel-baptist-church-bloomfield/107301509RR0001/
EMMANUEL BAPTIST CHURCH FELLOWSHIP OF CALGARY,https://www.charitydata.ca/charity/emmanuel-baptist-church-fellowship-of-calgary/727781478RR0001/
EMMANUEL BAPTIST CHURCH OF BARRIE,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-barrie/832048839RR0001/
EMMANUEL BAPTIST CHURCH OF FT. MCMURRAY,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-ft-mcmurray/118898741RR0001/
EMMANUEL BAPTIST CHURCH OF MELFORT INC,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-melfort-inc/119309896RR0001/
EMMANUEL BAPTIST CHURCH OF NIPAWIN INC.,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-nipawin-inc/107302812RR0001/
EMMANUEL BAPTIST CHURCH OF SOUTH HURON,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-south-huron/107302721RR0001/
EMMANUEL BAPTIST CHURCH OF TORONTO INC.,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-toronto-inc/830579520RR0001/
EMMANUEL BAPTIST CHURCH OF WINDSOR,https://www.charitydata.ca/charity/emmanuel-baptist-church-of-windsor/136202991RR0001/
EMMANUEL BIBLE CHAPEL INC.,https://www.charitydata.ca/charity/emmanuel-bible-chapel-inc/118898782RR0001/
EMMANUEL BIBLE CHURCH (SIMCOE),https://www.charitydata.ca/charity/emmanuel-bible-church-simcoe/130224264RR0001/
Emmanuel Chinese Church Inc.,https://www.charitydata.ca/charity/emmanuel-chinese-church-inc/819196536RR0001/
"EMMANUEL CHRISTIAN CHURCH OF NEWBURY, ONTARIO",https://www.charitydata.ca/charity/emmanuel-christian-church-of-newbury-ontario/130449424RR0001/
EMMANUEL CHRISTIAN COMMUNITY SOCIETY,https://www.charitydata.ca/charity/emmanuel-christian-community-society/118898824RR0001/
EMMANUEL CHRISTIAN REFORMED CHURCH OF CALGARY,https://www.charitydata.ca/charity/emmanuel-christian-reformed-church-of-calgary/107302937RR0001/
EMMANUEL CHURCH,https://www.charitydata.ca/charity/emmanuel-church/888060993RR0001/
EMMANUEL CHURCH (PENTECOSTAL),https://www.charitydata.ca/charity/emmanuel-church-pentecostal/815349782RR0001/
EMMANUEL CHURCH OF JESUS CHRIST OF TORONTO,https://www.charitydata.ca/charity/emmanuel-church-of-jesus-christ-of-toronto/891365561RR0001/
EMMANUEL CHURCH OF THE NAZARENE(NORTH YORK),https://www.charitydata.ca/charity/emmanuel-church-of-the-nazarenenorth-york/118898907RR0001/
EMMANUEL CHURCH OF WESTBANK,https://www.charitydata.ca/charity/emmanuel-church-of-westbank/819084278RR0001/
"EMMANUEL CHURCH, RICHVALE,",https://www.charitydata.ca/charity/emmanuel-church-richvale/132014648RR0001/
EMMANUEL COMMUNITY CHURCH,https://www.charitydata.ca/charity/emmanuel-community-church/119038545RR0001/
EMMANUEL COMMUNITY CHURCH OF PORT PERRY,https://www.charitydata.ca/charity/emmanuel-community-church-of-port-perry/864378559RR0001/
EMMANUEL COMMUNITY REFORMED CHURCH,https://www.charitydata.ca/charity/emmanuel-community-reformed-church/118898931RR0001/
EMMANUEL CONGREGATIONAL CHRISTIAN CHURCH IN CANADA,https://www.charitydata.ca/charity/emmanuel-congregational-christian-church-in-canada/140985102RR0001/
EMMANUEL CONGREGATIONAL CHURCH OF RIDGETOWN,https://www.charitydata.ca/charity/emmanuel-congregational-church-of-ridgetown/133165050RR0001/
EMMANUEL EVANGELICAL COVENANT CHURCH OF SURREY,https://www.charitydata.ca/charity/emmanuel-evangelical-covenant-church-of-surrey/107303067RR0001/
